Monit_MAP_CODE1,Year,mean_FIN_SQ_FT,median_FIN_SQ_FT,mean_acres,median_acres,mean_EMV_TOTAL,median_EMV_TOTAL,mean_total_tax,median_total_tax
82011200-02,2004,0.0,0.0,6.92561111111111,6.92561111111111,1210550.0,1210550.0,9316.844444444445,9316.844444444445
62020400-01,2014,1415.55223880597,1415.55223880597,0.5843070362473343,0.5843070362473343,346239.6588486141,346239.6588486141,8200.330490405117,8200.330490405117
27012900-01,2013,1169.6567164179105,1169.6567164179105,16.00074626865672,16.00074626865672,262464.17910447763,262464.17910447763,6049.94776119403,6049.94776119403
70005200-01,2011,1264.575221238938,1264.575221238938,7.494867256637168,7.494867256637168,358787.610619469,358787.610619469,0.0,0.0
19003200-01,2009,2646.7441696113074,2646.7441696113074,1.4042332155476969,1.4042332155476969,302064.80565371027,302064.80565371027,3553.7378091872793,3553.7378091872793
82000100-05,2013,777.1622340425532,777.1622340425532,0.5079698581560279,0.5079698581560279,128612.23404255319,128612.23404255319,0.0,0.0
82006700-01,2011,893.1754385964912,893.1754385964912,12.986403508771923,12.986403508771923,242151.75438596492,242151.75438596492,0.0,0.0
27001600-01,2015,5.76412675623013,5.76412675623013,0.21425494821043797,0.21425494821043797,393606.9121115783,393606.9121115783,7061.492462311558,7061.492462311558
27069300-01,2011,2.8172541743970316,2.8172541743970316,2.1796706864564075,2.1796706864564075,369214.0074211503,369214.0074211503,7474.378478664193,7474.378478664193
82015900-03,2012,1169.5448430493273,1169.5448430493273,1.3560762331838572,1.3560762331838572,205479.14798206277,205479.14798206277,0.0,0.0
10021600-01,2013,1622.890350877193,1622.890350877193,2.7774561403508757,2.7774561403508757,297892.98245614034,297892.98245614034,4301.973684210527,4301.973684210527
13004200-01,2006,1112.3258426966293,1112.3258426966293,4.681292134831459,4.681292134831459,273143.2584269663,273143.2584269663,1732.2808988764045,1732.2808988764045
82009400-01,2007,0.0,0.0,0.0,0.0,362143.3746048472,362143.3746048472,0.0,0.0
10005300-01,2005,1525.6278195488721,1525.6278195488721,10.439624060150372,10.439624060150372,385246.24060150376,385246.24060150376,2525.6616541353383,2525.6616541353383
27005700-01,2008,0.0,0.0,0.79987954494758,0.79987954494758,303790.8543386125,303790.8543386125,5487.383894713362,5487.383894713362
27000400-01,2005,0.0,0.0,0.0,0.0,334760.0912200684,334760.0912200684,6905.221968833143,6905.221968833143
10001100-01,2013,1961.9004975124378,1961.9004975124378,0.7134328358208961,0.7134328358208961,355415.17412935325,355415.17412935325,4459.0298507462685,4459.0298507462685
10001400-01,2014,2388.8373770491803,2388.8373770491803,1.351586885245897,1.351586885245897,408900.91803278687,408900.91803278687,5924.059016393443,5924.059016393443
19000300-01,2014,2123.7237379162193,2123.7237379162193,0.8670741138560728,0.8670741138560728,259574.0708915145,259574.0708915145,2995.8706766917294,2995.8706766917294
27019200-01,2004,0.0,0.0,0.0,0.0,157878.1512605042,157878.1512605042,4483.403361344538,4483.403361344538
82005202-01,2014,505.75,505.75,8.717083333333335,8.717083333333335,363800.0,363800.0,0.0,0.0
27008500-01,2013,1275.5086483023704,1275.5086483023704,1.129929532351055,1.129929532351055,394484.3689942345,394484.3689942345,7322.73798846893,7322.73798846893
82031800-01,2015,1347.3647058823528,1347.3647058823528,6.728352941176469,6.728352941176469,346824.1176470588,346824.1176470588,0.0,0.0
02001300-01,2015,1544.51611328125,1544.51611328125,0.817524414062493,0.817524414062493,220321.97265625,220321.97265625,3181.65283203125,3181.65283203125
10008600-01,2011,1128.5108695652175,1128.5108695652175,38.662282608695655,38.662282608695655,317081.52173913043,317081.52173913043,2442.4565217391305,2442.4565217391305
82009400-01,2005,0.0,0.0,0.3015659712814924,0.3015659712814924,345547.3042535898,345547.3042535898,3399.6724464914655,3399.6724464914655
27011800-03,2006,0.0,0.0,0.0,0.0,244271.33977900553,244271.33977900553,2854.7534530386743,2854.7534530386743
62006100-01,2008,1752.596147459316,1752.596147459316,0.0,0.0,388202.62371305213,388202.62371305213,3967.730654267685,3967.730654267685
82000100-08,2008,0.0,0.0,0.32318336162988126,0.32318336162988126,339475.1273344652,339475.1273344652,339185.3140916808,339185.3140916808
82006700-01,2007,0.0,0.0,0.0,0.0,286562.83185840707,286562.83185840707,0.0,0.0
82046200-01,2014,1272.5588235294117,1272.5588235294117,3.246029411764707,3.246029411764707,259975.0,259975.0,0.0,0.0
02009100-03,2011,1072.2175824175824,1072.2175824175824,3.7542197802197803,3.7542197802197803,166040.0,166040.0,2103.189010989011,2103.189010989011
82000100-06,2012,1186.6632124352332,1186.6632124352332,4.600362694300524,4.600362694300524,281780.4835924007,281780.4835924007,0.0,0.0
10004401-01,2005,1475.3766233766235,1475.3766233766235,35.939610389610394,35.939610389610394,466366.2337662338,466366.2337662338,1988.8181818181818,1988.8181818181818
82010200-01,2004,88.57709703947368,88.57709703947368,0.27147101151315695,0.27147101151315695,188938.28125,188938.28125,1498.6200657894738,1498.6200657894738
82015900-04,2015,1539.2553191489362,1539.2553191489362,2.218817966903073,2.218817966903073,254724.82269503546,254724.82269503546,0.0,0.0
82001700-01,2006,1786.5430463576158,1786.5430463576158,5.3163576158940415,5.3163576158940415,453252.98013245035,453252.98013245035,2926.3708609271525,2926.3708609271525
82016700-03,2004,746.5091703056769,746.5091703056769,0.7609650655021832,0.7609650655021832,345857.2925764192,345857.2925764192,1666.111790393013,1666.111790393013
19045100-01,2008,2772.8705115983475,2772.8705115983475,0.5602557991738187,0.5602557991738187,305289.57737527805,305289.57737527805,3396.003336510963,3396.003336510963
27014600-01,2011,1681.316393442623,1681.316393442623,3.249213114754102,3.249213114754102,563636.8852459016,563636.8852459016,8962.854918032786,8962.854918032786
70006500-01,2013,1081.1781737193764,1081.1781737193764,7.214298440979951,7.214298440979951,260160.35634743876,260160.35634743876,0.0,0.0
82008700-01,2007,0.0,0.0,0.0,0.0,331538.1455399061,331538.1455399061,0.0,0.0
27019900-01,2008,0.0,0.0,7.928296460176981,7.928296460176981,400723.45132743364,400723.45132743364,4370.8561946902655,4370.8561946902655
62007300-01,2007,1567.8185799186738,1567.8185799186738,0.0,0.0,358459.71223021584,358459.71223021584,4479.0766343446985,4479.0766343446985
70005400-01,2014,1063.899135446686,1063.899135446686,0.7887319884726223,0.7887319884726223,258655.6195965418,258655.6195965418,0.0,0.0
10010300-01,2012,867.040404040404,867.040404040404,23.421717171717162,23.421717171717162,242209.0909090909,242209.0909090909,1932.8686868686868,1932.8686868686868
19009500-01,2014,1738.548512128032,1738.548512128032,0.24338084521129486,0.24338084521129486,172024.0560140035,172024.0560140035,2323.86271567892,2323.86271567892
02008000-01,2015,2781.079767726161,2781.079767726161,0.3268367970660138,0.3268367970660138,204259.81051344745,204259.81051344745,4354.048594132029,4354.048594132029
82012300-01,2015,1677.4545454545455,1677.4545454545455,7.284363636363638,7.284363636363638,378076.36363636365,378076.36363636365,0.0,0.0
82005202-01,2013,555.1666666666666,555.1666666666666,8.527916666666666,8.527916666666666,307537.5,307537.5,0.0,0.0
82003000-01,2006,1207.5060240963855,1207.5060240963855,6.64825301204819,6.64825301204819,370947.5903614458,370947.5903614458,1949.7951807228915,1949.7951807228915
10001800-01,2004,1818.7219251336899,1818.7219251336899,3.404491978609625,3.404491978609625,419163.1016042781,419163.1016042781,4492.855614973262,4492.855614973262
19000600-02,2013,818.6766917293234,818.6766917293234,6.464812030075186,6.464812030075186,138207.5187969925,138207.5187969925,839.8045112781955,839.8045112781955
82010600-01,2014,1630.5,1630.5,16.49333333333334,16.49333333333334,581338.8888888889,581338.8888888889,0.0,0.0
82009002-01,2004,0.0,0.0,0.2109169975420661,0.2109169975420661,287883.9667233882,287883.9667233882,3189.3225562488183,3189.3225562488183
10009300-02,2009,1412.7058823529412,1412.7058823529412,26.382745098039212,26.382745098039212,519621.56862745096,519621.56862745096,3399.8823529411766,3399.8823529411766
10011000-01,2011,1739.1075268817203,1739.1075268817203,3.206021505376345,3.206021505376345,194931.98924731184,194931.98924731184,2495.9717741935483,2495.9717741935483
82009900-02,2004,0.0,0.0,4.887534246575342,4.887534246575342,336265.7534246575,336265.7534246575,1816.1917808219177,1816.1917808219177
62003801-01,2008,1559.6539422047806,1559.6539422047806,0.0,0.0,333284.87334998214,333284.87334998214,3921.251516232608,3921.251516232608
27009300-01,2004,0.0,0.0,0.0,0.0,349122.7741330834,349122.7741330834,8171.679475164011,8171.679475164011
10000500-01,2015,1383.4352941176471,1383.4352941176471,1.966147058823529,1.966147058823529,326137.9411764706,326137.9411764706,2381.2382352941177,2381.2382352941177
10005900-01,2008,473.11442786069654,473.11442786069654,4.432786069651733,4.432786069651733,233314.4278606965,233314.4278606965,1974.9004975124378,1974.9004975124378
82002500-01,2007,0.0,0.0,0.0,0.0,638063.2352941176,638063.2352941176,0.0,0.0
19000600-01,2013,886.1238095238095,886.1238095238095,8.041333333333334,8.041333333333334,193500.95238095237,193500.95238095237,2721.190476190476,2721.190476190476
62000700-01,2008,1414.0421300977418,1414.0421300977418,0.0,0.0,335650.9605662285,335650.9605662285,3541.6562184024265,3541.6562184024265
82010600-02,2012,1298.8148148148148,1298.8148148148148,21.46925925925926,21.46925925925926,619044.4444444445,619044.4444444445,0.0,0.0
27068100-01,2015,397.62655013582145,397.62655013582145,0.7320349592535605,0.7320349592535605,239318.35360812568,239318.35360812568,4539.799574819889,4539.799574819889
82007200-01,2008,0.0,0.0,4.329002242152469,4.329002242152469,197286.88340807174,197286.88340807174,179751.79372197308,179751.79372197308
10009300-01,2010,1296.0389610389611,1296.0389610389611,22.13974025974026,22.13974025974026,383962.33766233764,383962.33766233764,3944.4675324675327,3944.4675324675327
27011800-04,2010,1492.6231253023707,1492.6231253023707,0.759075955491045,0.759075955491045,319668.06966618286,319668.06966618286,4282.4320270924045,4282.4320270924045
19003000-01,2004,2746.8087912087913,2746.8087912087913,1.933846153846154,1.933846153846154,323845.93406593404,323845.93406593404,5122.171428571429,5122.171428571429
19008000-01,2015,3891.0437448896155,3891.0437448896155,1.161762060506949,1.161762060506949,459001.26737530663,459001.26737530663,7692.995911692559,7692.995911692559
02004500-01,2006,1455.3507069586915,1455.3507069586915,0.44576102023842246,0.44576102023842246,239000.94261158857,239000.94261158857,2758.5730523981147,2758.5730523981147
02058500-01,2014,2831.3107692307694,2831.3107692307694,1.6381076923076863,1.6381076923076863,274297.8461538461,274297.8461538461,5030.839230769231,5030.839230769231
82009900-01,2005,0.0,0.0,3.7223225806451614,3.7223225806451614,392581.29032258067,392581.29032258067,2755.9225806451614,2755.9225806451614
27014600-01,2007,0.0,0.0,3.133336012861737,3.133336012861737,496004.42122186493,496004.42122186493,6838.962218649518,6838.962218649518
82004400-01,2005,0.0,0.0,8.985909090909091,8.985909090909091,374540.9090909091,374540.9090909091,2370.4545454545455,2370.4545454545455
02008400-01,2007,1991.5071219103477,1991.5071219103477,0.6421847507331407,0.6421847507331407,308943.8416422287,308943.8416422287,4496.45370758274,4496.45370758274
82006400-01,2012,813.1342281879195,813.1342281879195,8.616979865771816,8.616979865771816,241318.12080536914,241318.12080536914,0.0,0.0
27007600-01,2009,450.05850585058505,450.05850585058505,0.7692769276927659,0.7692769276927659,437023.0123012301,437023.0123012301,6280.210321032103,6280.210321032103
62005400-01,2011,1119.8132045088566,1119.8132045088566,0.7633929146537781,0.7633929146537781,362521.384863124,362521.384863124,4315.583735909823,4315.583735909823
27104501-01,2008,0.0,0.0,1.5358516196447567,1.5358516196447567,532029.7805642633,532029.7805642633,10662.07340647858,10662.07340647858
82001600-01,2010,1451.2596153846155,1451.2596153846155,8.984615384615385,8.984615384615385,344550.96153846156,344550.96153846156,0.0,0.0
10021700-01,2008,2909.8467532467535,2909.8467532467535,1.255038961038959,1.255038961038959,434329.0909090909,434329.0909090909,7474.477922077922,7474.477922077922
19004100-01,2005,2274.8227091633466,2274.8227091633466,2.6044223107569695,2.6044223107569695,480069.9203187251,480069.9203187251,2955.707171314741,2955.707171314741
13005600-01,2006,1192.1203703703704,1192.1203703703704,11.247499999999995,11.247499999999995,230871.2962962963,230871.2962962963,2153.222222222222,2153.222222222222
27009200-01,2012,1378.4845483359748,1378.4845483359748,0.7271117274167913,0.7271117274167913,267935.6973058637,267935.6973058637,3688.2250396196514,3688.2250396196514
82014700-01,2015,1135.2357687135814,1135.2357687135814,1.1880412371134084,1.1880412371134084,208124.74226804124,208124.74226804124,0.0,0.0
19002500-01,2006,2204.457963667089,2204.457963667089,0.40084072665821724,0.40084072665821724,291367.68060836504,291367.68060836504,3030.112378538234,3030.112378538234
27003400-01,2015,582.3581067054183,582.3581067054183,0.35287730952874174,0.35287730952874174,142480.77641685697,142480.77641685697,2514.8771019306623,2514.8771019306623
82015900-01,2010,917.5919811320755,917.5919811320755,0.747415094339621,0.747415094339621,220890.33018867925,220890.33018867925,0.0,0.0
10009500-01,2013,1507.0294117647059,1507.0294117647059,37.9235294117647,37.9235294117647,400693.137254902,400693.137254902,3504.843137254902,3504.843137254902
02000400-01,2006,1206.499203821656,1206.499203821656,3.0644347133757988,3.0644347133757988,226541.48089171975,226541.48089171975,2564.2762738853503,2564.2762738853503
27007800-01,2010,480.66627771295214,480.66627771295214,1.133054842473742,1.133054842473742,390068.42473745625,390068.42473745625,6359.266977829639,6359.266977829639
19002700-01,2009,2172.132025450689,2172.132025450689,0.4239713679745482,0.4239713679745482,282033.88123011665,282033.88123011665,3411.4506892895015,3411.4506892895015
02002600-01,2015,1072.841463414634,1072.841463414634,9.927926829268296,9.927926829268296,182744.51219512196,182744.51219512196,1657.1341463414635,1657.1341463414635
82006400-01,2011,802.2416107382551,802.2416107382551,8.624630872483223,8.624630872483223,237875.1677852349,237875.1677852349,0.0,0.0
27014702-01,2013,1192.4736842105262,1192.4736842105262,11.183640350877198,11.183640350877198,382357.8947368421,382357.8947368421,8038.460526315789,8038.460526315789
27006700-03,2014,260.58128078817737,260.58128078817737,3.4176354679802965,3.4176354679802965,1732370.935960591,1732370.935960591,64268.270935960594,64268.270935960594
82016700-03,2006,1344.4844928751047,1344.4844928751047,0.38419111483654633,0.38419111483654633,383380.05029337807,383380.05029337807,3493.2103939647945,3493.2103939647945
27011101-01,2012,1287.4385171790236,1287.4385171790236,0.9523779385171759,0.9523779385171759,346600.5424954792,346600.5424954792,7190.615732368897,7190.615732368897
70007200-01,2011,1229.3627577319587,1229.3627577319587,0.37942654639175016,0.37942654639175016,245485.24484536084,245485.24484536084,0.0,0.0
82003600-01,2005,0.0,0.0,10.526346153846152,10.526346153846152,304332.6923076923,304332.6923076923,753.8461538461538,753.8461538461538
82000100-06,2005,0.0,0.0,2.4058093994778065,2.4058093994778065,302258.57267188857,302258.57267188857,2432.436901653612,2432.436901653612
13002300-01,2008,0.0,0.0,8.568484848484845,8.568484848484845,208769.69696969696,208769.69696969696,188400.0,188400.0
82011602-01,2008,0.0,0.0,1.2354143646408782,1.2354143646408782,387321.37430939224,387321.37430939224,384240.57320441987,384240.57320441987
82003800-01,2009,604.5373134328358,604.5373134328358,30.923582089552234,30.923582089552234,365728.3582089552,365728.3582089552,194356.71641791044,194356.71641791044
10000900-02,2005,1300.667963683528,1300.667963683528,2.1631387808041422,2.1631387808041422,301274.18936446175,301274.18936446175,2571.626459143969,2571.626459143969
27104501-01,2012,0.0,0.0,1.5394261626326071,1.5394261626326071,488483.3288006527,488483.3288006527,12755.913788414467,12755.913788414467
02008100-01,2010,900.6380359417009,900.6380359417009,0.2481448988255255,0.2481448988255255,236876.1992358851,236876.1992358851,4150.2108391113625,4150.2108391113625
62000200-02,2011,1490.369552238806,1490.369552238806,1.0440119402984995,1.0440119402984995,311803.1641791045,311803.1641791045,3107.228656716418,3107.228656716418
10010700-01,2005,1324.0895833333334,1324.0895833333334,4.822604166666663,4.822604166666663,176570.625,176570.625,1451.3229166666667,1451.3229166666667
82011500-01,2007,274.22204048251893,274.22204048251893,0.0,0.0,313749.2741770599,313749.2741770599,2608.0077693723165,2608.0077693723165
10010900-01,2013,1020.7834394904459,1020.7834394904459,10.67783439490445,10.67783439490445,183034.3949044586,183034.3949044586,1986.1528662420383,1986.1528662420383
19002400-01,2012,3057.8363926576217,3057.8363926576217,0.4418555466879472,0.4418555466879472,333815.6823623304,333815.6823623304,5675.820430965682,5675.820430965682
62007300-01,2013,1774.8617647058823,1774.8617647058823,0.8719380804953533,0.8719380804953533,337107.97213622293,337107.97213622293,0.0,0.0
27013700-01,2009,1655.7411504424779,1655.7411504424779,0.921771613342414,0.921771613342414,504202.7059223962,504202.7059223962,6524.332368958475,6524.332368958475
82009900-01,2013,1627.7181818181818,1627.7181818181818,5.054272727272726,5.054272727272726,363454.54545454547,363454.54545454547,0.0,0.0
82016600-01,2008,655.2915601023018,655.2915601023018,0.3506028498355799,0.3506028498355799,308098.6298867373,308098.6298867373,198675.2637924735,198675.2637924735
02013000-01,2013,1502.0578231292518,1502.0578231292518,11.355952380952377,11.355952380952377,195396.59863945577,195396.59863945577,2501.5714285714284,2501.5714285714284
27009200-01,2007,0.0,0.0,0.702472698907952,0.702472698907952,299409.2433697348,299409.2433697348,3428.713728549142,3428.713728549142
27007300-01,2008,0.0,0.0,1.7818295114656018,1.7818295114656018,1136785.7926221336,1136785.7926221336,29595.9037886341,29595.9037886341
19000300-01,2004,2773.7889383343927,2773.7889383343927,0.8975376139012546,0.8975376139012546,267386.54375927104,267386.54375927104,2363.19622801441,2363.19622801441
82046200-01,2011,1272.828431372549,1272.828431372549,3.246029411764706,3.246029411764706,238907.8431372549,238907.8431372549,0.0,0.0
10010500-01,2004,1745.1324675324674,1745.1324675324674,1.5871558441558418,1.5871558441558418,174825.1948051948,174825.1948051948,1891.8987012987013,1891.8987012987013
62000600-01,2012,1450.2573134328359,1450.2573134328359,1.420074626865678,1.420074626865678,360323.1641791045,360323.1641791045,0.0,0.0
62006100-01,2012,1809.1798941798943,1809.1798941798943,1.03417658730159,1.03417658730159,357055.65476190473,357055.65476190473,0.0,0.0
02007100-01,2012,2036.9839598997494,2036.9839598997494,0.7741879699248143,0.7741879699248143,241738.27067669173,241738.27067669173,1843.2097744360901,1843.2097744360901
27001500-01,2010,401.1680341880342,401.1680341880342,1.0595829059829271,1.0595829059829271,409677.4358974359,409677.4358974359,7744.092478632479,7744.092478632479
10006300-01,2006,1037.25,1037.25,62.836666666666645,62.836666666666645,313877.0833333333,313877.0833333333,1353.2708333333333,1353.2708333333333
27008902-01,2013,887.4707337180544,887.4707337180544,1.7019744435284718,1.7019744435284718,231871.02225886233,231871.02225886233,5913.577081615828,5913.577081615828
10001400-01,2004,2785.5964090554253,2785.5964090554253,2.489570647931302,2.489570647931302,463417.25214676035,463417.25214676035,7016.9469164715065,7016.9469164715065
02004200-01,2015,976.9279962103269,976.9279962103269,3.0819043107532105,3.0819043107532105,161336.33349123638,161336.33349123638,1750.4708668877308,1750.4708668877308
27017901-01,2008,0.0,0.0,12.953835616438363,12.953835616438363,457910.50228310504,457910.50228310504,5041.41095890411,5041.41095890411
02009100-01,2008,871.8851351351351,871.8851351351351,3.0235135135135143,3.0235135135135143,199454.72972972973,199454.72972972973,1693.9594594594594,1693.9594594594594
82030800-01,2015,1048.2058337919648,1048.2058337919648,0.5953164556962002,0.5953164556962002,354111.77765547606,354111.77765547606,0.0,0.0
19000300-01,2008,2828.7697856554,2828.7697856554,0.9562530915086547,0.9562530915086547,282656.5539983512,282656.5539983512,9671.895713107997,9671.895713107997
27006700-01,2004,0.0,0.0,0.0,0.0,576914.1025641026,576914.1025641026,12579.517094017094,12579.517094017094
27008902-01,2010,858.3181951362437,858.3181951362437,2.1652094931145904,2.1652094931145904,302683.91444477,302683.91444477,6590.274538529154,6590.274538529154
19034900-01,2008,1497.2725963269716,1497.2725963269716,1.3867302844796519,1.3867302844796519,242040.18725243068,242040.18725243068,2283.1814908174288,2283.1814908174288
19004700-01,2007,3873.7043054427295,3873.7043054427295,1.7725995125913885,1.7725995125913885,474255.7270511779,474255.7270511779,5540.290008123477,5540.290008123477
82010700-01,2006,801.3598774885146,801.3598774885146,1.378598774885146,1.378598774885146,320776.4165390505,320776.4165390505,2383.23124042879,2383.23124042879
82000100-07,2007,0.0,0.0,0.21035460992907803,0.21035460992907803,310332.09219858155,310332.09219858155,0.0,0.0
10001100-01,2015,2043.1637279596978,2043.1637279596978,0.6824433249370289,0.6824433249370289,420594.45843828714,420594.45843828714,4817.712846347607,4817.712846347607
27004201-01,2008,0.0,0.0,0.7010574354407811,0.7010574354407811,261020.30276046303,261020.30276046303,4547.855075690116,4547.855075690116
19002200-01,2013,2251.3971478804456,2251.3971478804456,0.4860910334049595,0.4860910334049595,243749.85348700918,243749.85348700918,3005.5733541707364,3005.5733541707364
19002601-01,2007,2261.4723443223443,2261.4723443223443,0.9084194139194328,0.9084194139194328,318649.2490842491,318649.2490842491,3206.399633699634,3206.399633699634
19004100-01,2004,2098.86032388664,2098.86032388664,2.5990688259109294,2.5990688259109294,390184.2105263158,390184.2105263158,2623.775303643725,2623.775303643725
27012700-01,2013,442.66483516483515,442.66483516483515,10.377582417582422,10.377582417582422,383180.76923076925,383180.76923076925,16050.34065934066,16050.34065934066
82001700-01,2008,0.0,0.0,10.123881578947367,10.123881578947367,442642.7631578947,442642.7631578947,423857.2368421053,423857.2368421053
19008000-01,2012,3858.2556329373206,3858.2556329373206,1.1633879557558375,1.1633879557558375,404098.0745596067,404098.0745596067,7320.640721015977,7320.640721015977
19004200-02,2012,2273.371757925072,2273.371757925072,3.847204610951005,3.847204610951005,370068.29971181555,370068.29971181555,4252.00576368876,4252.00576368876
10021700-01,2014,1886.4033898305086,1886.4033898305086,1.3699661016949147,1.3699661016949147,351256.6101694915,351256.6101694915,8009.847457627118,8009.847457627118
82005300-01,2012,912.3166666666667,912.3166666666667,11.355083333333333,11.355083333333333,209841.66666666666,209841.66666666666,0.0,0.0
10022600-01,2008,1817.0672975814932,1817.0672975814932,1.8239537329127236,1.8239537329127236,400983.9116719243,400983.9116719243,4158.1430073606725,4158.1430073606725
62005400-01,2006,1066.0540055473975,1066.0540055473975,0.0,0.0,319550.3671071953,319550.3671071953,3622.100179474629,3622.100179474629
82011200-01,2006,1919.618320610687,1919.618320610687,2.079236641221373,2.079236641221373,441161.8320610687,441161.8320610687,3854.0,3854.0
27008500-01,2014,1290.2789808917198,1290.2789808917198,1.1330191082802528,1.1330191082802528,399352.7388535032,399352.7388535032,7572.950318471338,7572.950318471338
27018402-02,2005,0.0,0.0,0.0,0.0,330799.71098265896,330799.71098265896,3360.578034682081,3360.578034682081
27067000-01,2010,396.46473482777475,396.46473482777475,0.5836960087479509,0.5836960087479509,575832.8777109531,575832.8777109531,7933.1445234189905,7933.1445234189905
82008000-01,2010,1000.3852813852814,1000.3852813852814,3.027813852813849,3.027813852813849,204276.83982683983,204276.83982683983,0.0,0.0
82004200-01,2015,1451.5194805194806,1451.5194805194806,10.98792207792208,10.98792207792208,346538.961038961,346538.961038961,0.0,0.0
82009300-01,2009,1651.1627589967284,1651.1627589967284,0.6497709923664116,0.6497709923664116,316535.9323882225,316535.9323882225,315947.1101417666,315947.1101417666
82011000-01,2009,1818.7623762376238,1818.7623762376238,3.641881188118808,3.641881188118808,436882.42574257427,436882.42574257427,429877.9702970297,429877.9702970297
82004800-01,2011,736.6081081081081,736.6081081081081,10.117432432432432,10.117432432432432,248965.54054054053,248965.54054054053,0.0,0.0
82009100-01,2012,1073.3171953255426,1073.3171953255426,0.9857929883138539,0.9857929883138539,320285.4757929883,320285.4757929883,0.0,0.0
82003500-01,2007,0.0,0.0,0.0,0.0,402292.12598425196,402292.12598425196,0.0,0.0
27005700-01,2007,0.0,0.0,0.6779543336439866,0.6779543336439866,300731.8965517241,300731.8965517241,5525.396318732525,5525.396318732525
99002487-01,2012,2475.660137369626,2475.660137369626,0.38866700585092273,0.38866700585092273,242235.41083693717,242235.41083693717,4877.947087255151,4877.947087255151
27018700-01,2008,0.0,0.0,16.446903553299485,16.446903553299485,352604.5685279188,352604.5685279188,4534.497461928934,4534.497461928934
82006700-01,2010,893.1754385964912,893.1754385964912,12.929210526315787,12.929210526315787,241173.68421052632,241173.68421052632,0.0,0.0
82013000-01,2010,1364.6849183477425,1364.6849183477425,1.7174255523535067,1.7174255523535067,321839.28914505284,321839.28914505284,0.0,0.0
02009100-02,2008,1430.179381443299,1430.179381443299,3.1505567010309234,3.1505567010309234,286525.1546391753,286525.1546391753,2506.2103092783505,2506.2103092783505
82004200-01,2010,1362.342105263158,1362.342105263158,11.132368421052632,11.132368421052632,374772.36842105264,374772.36842105264,0.0,0.0
62006900-01,2013,1393.2545103092784,1393.2545103092784,1.276834192439858,1.276834192439858,265353.543814433,265353.543814433,0.0,0.0
19045100-01,2006,2647.7449856733524,2647.7449856733524,0.5640560331104775,0.5640560331104775,293509.55109837634,293509.55109837634,2749.3970073225087,2749.3970073225087
10006800-01,2010,1417.7674418604652,1417.7674418604652,46.813953488372086,46.813953488372086,334609.3023255814,334609.3023255814,2321.4883720930234,2321.4883720930234
62000700-01,2006,1310.459264352011,1310.459264352011,0.0,0.0,295939.1543485734,295939.1543485734,3256.046751460983,3256.046751460983
27066100-01,2012,751.0621318639559,751.0621318639559,0.9553733612008155,0.9553733612008155,325794.6798403952,325794.6798403952,7395.829184875546,7395.829184875546
02000600-01,2004,0.0,0.0,1.6603765227021008,1.6603765227021008,224894.79291251383,224894.79291251383,2295.312292358804,2295.312292358804
27003502-01,2006,0.0,0.0,0.0,0.0,442460.65573770495,442460.65573770495,8005.137108792846,8005.137108792846
10000200-03,2008,2398.9985052316893,2398.9985052316893,3.0013303437967105,3.0013303437967105,556550.2242152466,556550.2242152466,6141.366218236173,6141.366218236173
70006100-01,2006,1239.921052631579,1239.921052631579,1.0449601275916995,1.0449601275916995,221204.8644338118,221204.8644338118,0.0,0.0
82004800-01,2010,747.2013422818792,747.2013422818792,9.947718120805373,9.947718120805373,288467.11409395974,288467.11409395974,0.0,0.0
10001300-01,2005,3284.560479041916,3284.560479041916,1.0621676646706546,1.0621676646706546,398337.0459081836,398337.0459081836,6754.234730538922,6754.234730538922
02005300-01,2004,0.0,0.0,2.3706775700934624,2.3706775700934624,193857.34112149532,193857.34112149532,1960.2702492211838,1960.2702492211838
62002400-01,2010,1428.3590314913845,1428.3590314913845,0.8150846702317337,0.8150846702317337,313796.00415923947,313796.00415923947,4827.205585264409,4827.205585264409
10001600-01,2004,874.622009569378,874.622009569378,27.959617224880375,27.959617224880375,242646.8899521531,242646.8899521531,1377.6650717703349,1377.6650717703349
82000500-01,2007,0.0,0.0,0.0,0.0,415457.7540106952,415457.7540106952,0.0,0.0
70009100-02,2007,1006.6153846153846,1006.6153846153846,7.9433136094674595,7.9433136094674595,360084.6153846154,360084.6153846154,0.0,0.0
27004203-01,2005,0.0,0.0,0.0,0.0,180867.4152153987,180867.4152153987,2420.2002749770854,2420.2002749770854
70007600-02,2013,1723.4853333333333,1723.4853333333333,3.8035466666666653,3.8035466666666653,581093.3333333334,581093.3333333334,0.0,0.0
10000200-02,2012,1006.3607809847199,1006.3607809847199,0.8835483870967732,0.8835483870967732,509998.72665534803,509998.72665534803,7450.522920203735,7450.522920203735
10009300-03,2009,1589.1340206185566,1589.1340206185566,4.88445360824742,4.88445360824742,320246.59793814435,320246.59793814435,2917.131958762887,2917.131958762887
19000400-01,2013,1720.941832283083,1720.941832283083,1.5562287930198762,1.5562287930198762,179074.4546776539,179074.4546776539,3123.805622879302,3123.805622879302
10012700-01,2013,1414.6170212765958,1414.6170212765958,44.07659574468086,44.07659574468086,409880.8510638298,409880.8510638298,3107.191489361702,3107.191489361702
82011200-01,2015,1933.2153846153847,1933.2153846153847,4.025384615384615,4.025384615384615,417853.8461538461,417853.8461538461,0.0,0.0
